#RECEIVE_AGENT_ID	RECEIVE_CODE	BILLER_NAME	POE_SVC_MSG_EN_TEXT	POE_SVC_MSG_ES_TEXT	ALL_KEYWORDS
67219533	9850	BERMUDA WATER CO NEXT DAY	Next Day	Dia Siguiente	BERMUDA WATER COMPANY;BERMUDA WATER COMPANY
68421391	14295	TUSCARAWAS CO TREAS-NXTDY	Next Day	Dia Siguiente	TUSCARAWAS COUNTY TREASUR
67614895	11653	CITY OF LINCOLN NE-NEXTDY	Next Day	Dia Siguiente	
67630921	11750	LINCOLN ELECTRIC SY-NXTDY	Next Day	Dia Siguiente	LINCOLN ELECTRIC SYSTEM
66545172	7787	LOAD-N-GO VISA	Same Day	Mismo Dia	THE CASH MANAGEMENT CARD;CASH MANAGEMENT CARD;CASHMANAGEMENT;THECASHMANAGEMENTCARD
67635052	11827	SOUTHERN OR SANITAT-NXTDY	Next Day	Dia Siguiente	SOUTHERN OR SANITATION; SOUTHERN OR SANITATION
65145227	6820	SPRINGBOARD FINANCIAL EDUCATION	Same Day	Mismo Dia	
67292521	9990	CITY OF MURPHY TX NEXTDAY	Next Day	Dia Siguiente	CITY OF MURPHY TX; CITY OF MURPHY TEXAS
67653746	12057	WELLTON AZ ELECTRIC-NXTDY	Next Day	Dia Siguiente	TOWN OF WELLTON AZ;WELLTON ELECTRIC AZ
66580904	7863	NFR	Same Day	Mismo Dia	
43885172	4824	SIA 	Same Day	Mismo Dia	
66587363	7902	SPTSYLVNIA CO WATER BILL	Same Day	Mismo Dia	VIRGINIA;SPOTS;SPOTSYLVANIA COUNTY;SPOTSYLVANIA;WATER BILL;VA;WATER
68156844	13831	SATELLITE RECEIVERS-NXTDY	Next Day	Dia Siguiente	
68156750	13822	RANCHO CA WATER DIS-NXTDY	Next Day	Dia Siguiente	RANCHO CALIFORNIA WATER D
68157089	13855	PINEDALE WY ELECTRI-NXTDY	Next Day	Dia Siguiente	PINEDALE ELECTRIC;PINEDALE WY ELECTRIC;TOWN OF PINEDALE ELECTRIC;TOWN OF PINEDALE WY ELECT
67712975	12191	ELK RIVER UTILITIES-NXTDY	Next Day	Dia Siguiente	ELK RIVER UTILITIES INC
67714326	12235	KLM TELEPHONE-NXTDY	Next Day	Dia Siguiente	
67019979	9382	EMC INSURANCE COMP-NEXTDY	Same Day	Mismo Dia	EMC INSURANCE COMPANY;EMC INSURANCE COMPANIES
65187340	7717	SST/REMARK	Same Day	Mismo Dia	
67758557	12622	MAPLETON UT ELECTRI-NXTDY	Next Day	Dia Siguiente	CITY OF MAPLETON ELECTRIC;MAPLETON UT ELECTRIC;CITY OF MAPLETON UT ELECT
67028449	9476	AIRTEL GHANA RECHARGE BY EZETOP	Same Day	Mismo Dia	AITEL;GANA;GHAAN;GHAA;BOSS REVOLUTION;ARTEL;EZTOP;TOPUP;AIREL;EZETOP;GHNAA;HANA;HGANA;TOP UP;IRTEL;AFRICA;GHAN;GHANA;AIRTE;AIRTL;EASYTOP;EASY;GHNA;EZZTOP;RECHARGE;GAHNA;BOSS;GHNAA;GHAAN;EASYTOP;EZZTOP;TOP UP;EZTOP;BOSS;ARTEL;HANA;GHANA;GAHNA;AIRTE;RECHARGE;BOSS REVOLUTION;AFRICA;EZETOP;GHNA;AIREL;AITEL;HGANA;GHAA;AIRTL;GANA;IRTEL;EASY;GHAN;TOPUP
67762459	12719	WHITE CITY WATER IM-NXTDY	Next Day	Dia Siguiente	WHITE CITY WATER IMPROVEM
45840885	6457	CSC LOGIC WELLS FARGO	Same Day	Mismo Dia	
44862660	5845	TGI LENDING	Same Day	Mismo Dia	
67414354	1146	NEXTEL BRAZIL RECHARGE BY EZETOP	Same Day	Mismo Dia	BRAIL;RAZIL;NEXEL;NEXTL;NEXTLE;BRZAIL;RBAZIL;BARZIL;BRAZIL;BRZIL;NETEL;BAZIL;NETXEL;NEXTE;NXETEL;ENXTEL;BRAZLI;BRAIZL;TOPUP;BRAZI;NEXETL;NXTEL;TOP UP;BRAZL;EXTEL
66680244	8127	GEORGIA NAT GAS 2-3 DAY	2 - 3 Day	2 a 3 Dias	GA NATURAL GAS;GEORGIA NATURAL GAS CO
67420966	10452	PENN WASTE INC - NEXT DAY	Next Day	Dia Siguiente	
65305779	7035	CAMELBACK CASH TIME	Same Day	Mismo Dia	
44714381	5669	BAKER AND MILLER DISCOVER	Same Day	Mismo Dia	BAKER&MILLER DISCOVER;BAKER-MILLER DISCOVER;BAKERANDMILLER DISCOVER;BAKER - MILLER DISCOVER;BAKER N MILLER DISCOVER;BAKER_MILLER DISCOVER;BAKER MILLER DISCOVER;BAKER.MILLER DISCOVER;BAKERNMILLER DISCOVER;BAKER & MILLER DISCOVER
67087176	9509	EL PASO ELECTRIC	Same Day	Mismo Dia	ELPASO ELECTRIC;EPE
68280914	13951	AFFINITY PROCESSING SOLUTIONS INC	Same Day	Mismo Dia	
66756110	8504	SOUTH CAROLINA UTIL-NXTDY	Next Day	Dia Siguiente	SOUTH CAROLINA WATER;SC UTILITIES;SC WATER;SC WATER;SOUTH CAROLINA WATER;SC UTILITIES
66754497	8430	PUB SERV ELECTR GAS-NXTDY	Next Day	Dia Siguiente	PSE AND G;PSEG;PSE_G;PUBLIC SERVICE NEW JERSEY
66753016	8373	AIG FED SAVNGS BNK -NXTDY	Next Day	Dia Siguiente	AIG SAVINGS BANK;AIG SAVINGS BANK;AIG BANK;AIG BANK
68295679	14070	MCKEESPORT MUN AUTH-NXTDY	Next Day	Dia Siguiente	MCKEESPORT MUNICIPAL AUTH
66775159	8696	CABLEVISION OF MONMOUTH-EAST	Same Day	Mismo Dia	
67517170	11052	THIRD FEDERAL SV LN-NXTDY	Next Day	Dia Siguiente	3RD FEDERAL SAVINGS LOAN; THIRD FEDERAL SNL;THIRD FEDERAL SAVINGS LOA;THIRD FEDERAL SAVINGS AN
45721205	6350	CSC LOGIC	Same Day	Mismo Dia	
68334349	14166	Sequoyah Co OK Watr-2-3DY	Next Day	Dia Siguiente	
67560033	11515	LAKE INTHE HILLS IL-NXTDY	Next Day	Dia Siguiente	VILLAGE OF LAKE IN THE HI; LAKE IN THE HILLS ILLINO
44665582	5637	NORTH STATE ACCEPTANCE WILMINGTON	Same Day	Mismo Dia	
68421485	14304	EVANSTON IL WATER-NXTDY	Next Day	Dia Siguiente	CITY OF EVANSTON WATER;CITY OF EVANSTON IL WATER
67632424	11785	TEXAS COMMUNITY PROPANE	Same Day	Mismo Dia	UTILITY;UTL;TEXAS COMMUNITY PROPANE U;TEXAS COMMUNITY PROPANE;TEXAS COMMUNITY PROPANETX;TX;TEXAS
67633465	11808	PROVINCES UTILITIES-NXTDY	Next Day	Dia Siguiente	PROVINCES UTILITIES INC
67276398	9943	XCEL ENERGY CO NEXT DAY	Same Day	Mismo Dia	PUBLIC SERVICE OF CO
66920221	9175	CITY OF MERCED CA-NEXTDAY	Next Day	Dia Siguiente	CITY OF MERCED UTILITIES;MERCED CA TAXES;MERCED CA UTILITIES;MERCED TAXES;CITY OF MERCED TAXES;MERCED UTILITIE
68009823	13536	UPMC HEALTH PLAN-NXTDY	Next Day	Dia Siguiente	
66561460	7835	CHICOPEE ELEC LIGHT-2-3DY	2 - 3 Day	2 a 3 Dias	CHICOPEE MUNICIPAL LIGHT;CHICOPEE ELECTRIC LIGHT
67650040	12010	PINAL CO TREASURER-NEXTDY	Next Day	Dia Siguiente	PINAL COUNTY TREASURER AZ
66585831	7878	ANYTRAX	Same Day	Mismo Dia	JAPY;HINAPEN;JPYA;ANY TRAX;JPAY CORRECTIONAL;JAPAY;ADC;JPAID;JPAL;PUBLIC SAFETY FACILITY;JAP;THE CITY HALL;PSF;PJAY;JPAY INC;HINIPEN;HENNIPEN COUNTY;HENIPEN COUNTY;ADULT DETENTION CENTER;HINAPIN;JAY;JPA;JPAYS;ANY TRACKS;JPY;JPAY;ANYTRACKS;HENNEPIN COUNTY SHERIFF;PAY;HENNIPEN COUNTY;ANY TRACKS;JPAY INC;JAP;JPYA;PSF;ADC;ADULT DETENTION CENTER;PUBLIC SAFETY FACILITY;JPA;THE CITY HALL;HENNEPIN COUNTY SHERIFF;JPAY CORRECTIONAL;JAPAY;JPY;PJAY;HINAPIN;HENIPEN COUNTY;JAPY;ANY TRAX;JPAL;HINAPEN;JPAY;JAY;PAY;JPAYS;JPAID;HINIPEN;ANYTRACKS
67310461	10067	UNIVERSITY PARK TX NEXTDY	Next Day	Dia Siguiente	UNIVERSITY PARK TX
66970213	9236	ALLFIRST MORTGAGE-NEXTDAY	Next Day	Dia Siguiente	
68156886	13835	SEVERN TRENT SERVIC-NXTDY	Next Day	Dia Siguiente	SEVERN TRENT SERVICES
68156763	13823	RAYS TRASH SERVICE-NXTDY	Next Day	Dia Siguiente	RAYS TRASH SERVICE INC
68155311	13682	NOBLESVILLE IN WAST-NXTDY	Next Day	Dia Siguiente	NOBLESVILLE IN WASTE MANA;CITY OF NOBLESVILLE IN WA;CITY OF NOBLESVILLE INDIA;NOBLESVILLE WASTE MANAGEM
67713000	12193	ENERGY UNITED-NXTDY	Next Day	Dia Siguiente	
67714410	12242	LINCOLN CO NC UTILI-NXTDY	Next Day	Dia Siguiente	LINCOLN COUNTY UTILITIES
67349270	10168	CITY OF ROSEVILE CA NXTDY	Next Day	Dia Siguiente	CITY OF ROSEVILLE CA;ROSEVILLE
67737387	12465	BOEING EMPLOYEES CU-NXTDY	Next Day	Dia Siguiente	BOEING EMPLOYEES CREDIT U
67757040	12587	FIRST MUTUAL BNK WA-NXTDY	Next Day	Dia Siguiente	FIRST MUTUAL BANK WA
67758858	12642	NORTHERN LIGHTS INC-NXTDY	Next Day	Dia Siguiente	
67760516	12679	SNOHOMISH CTYWA PUD-NXTDY	Next Day	Dia Siguiente	SNOHOMISH COUNTY PUD;SNOHOMISH CO PUD;SNOHOMISH CO WA PUD;SNOHOMISH COUNTY PUD;SNOHOMISH CO PUD;SNOHOMISH CO WA PUD
66675903	8097	NATIONS CASH			
66679080	8112	CHESTERFIELD WATER-2-3DAY	2 - 3 Day	2 a 3 Dias	
66680312	8128	GWINNETT WTR SWR - 2-3DAY	2 - 3 Day	2 a 3 Dias	GWINNETT WATER & SEWER
67416145	11528	VIRGIN MOBILE	Same Day	Mismo Dia	ASSURANCE WIRE;BVIRGIN;BVIRGIN MOBILE;LIFE LINE;V9RGIN;VFIRGIN MOBILE;VI4RGIN;VIFRGIN MOBILE;VIGRGIN;VIR5GIN MOBILE;VIRBGIN MOBILE;VIRG8IN;VIRGIHN MOBILE;VIRGIKN;VIRGIKN MOBILE;VIRGIN M;VIRGIN MNOBILE;VIRGIN MO9BILE;VIRGIN MOBILE PHONE;VIRGIN MOBILW;VIRGIN PREMIER;VIRGIN PRIMIERE;VIFRGIN;VIRGIN MOBILER;VIRGIN MOLBILE;VIRGIN MOBKILE;VOIRGIN MOBILE;VIRGIN NOBILE;VIRGIN MOBILE TOPUP;VIRGJIN;VIRGIN MOB;VIRBIN MOBILE;VIRGIN MOBILE3;VIRGYIN MOBILE;VIRGIN MOBJILE;VIRGINMO;VIRGIN XL;VIR MOBILE;VIR4GIN;VIRGIN MOBIJLE;VIRHIN MOBILE;VIURGIN;VIRGON;CVIRGIN MOBILE;VIRGIN MOBILOE;VI5GIN;VIRGEN MOVIL;VIGGIN;BROADBAND TO GO;VI4GIN;VIRGIN MOBOILE;BEYOND TALK UNLIMITED;ASSURANCE WI;VIRYGIN;VIRGBIN MOBILE;VIRG8IN MOBILE;ASSURANCE BILL;VIRGOIN MOBILE;VIRGIN TOP UP;VIRGIMN;ASSURACE;VIRTIN;VI9RGIN MOBILE;VIRGIN MOBIKLE;VIRGIBN MOBILE;ASSURANCEWARE;VURGIN MOBILE;VIRGIJ MOBILE;VIRGIN MLOBILE;VIRGI MOBILE;VIRGIN MOBILE USA;VIRGIN MOBILE ASSURANCE;VIRGIN W;VIRGINMOVIL;VIRGJIN MOBILE;VIRGLN MOBILE;VIRGYIN;VIRVGIN;VIRVGIN MOBILE;VIRVIN MOBILE;VIRYIN;VITRGIN MOBILE;VIURGIN MOBILE;VJIRGIN;VLRGIN MOBILE;VUIRGIN MOBILE;GIRGIN;VIRGIN MOBLILE;VIRGIN  MOBILE;VIRG9N;VUIRGIN;VIRGUN MOBILE;VIRGEN MOBILE;VIRGIN PAY LOW;VIRGIN MOPBILE;CIRGIN;CVIRGIN;VIRGINMOB;ASSURANE;VIRGIN MOBILS;VIRGIN MOBIPLE;ASURRANCEPHONE;ASSUANCES;VIRG8N;VIRGIN MOBILE4;VIRGKN MOBILE;VIRGIHN;VIRGINS;VIRGINMOBILEUSA;VIRGIM MOBILE;VIRGIN MOB8ILE;VIRTGIN MOBILE;ASSURANCE;VIRGIN MOBILE TOP_UP CARD;VIRGKN;VIRGKIN MOBILE;VIRGI8N MOBILE;VIRGIH MOBILE;ASURE;VFIRGIN;VIJRGIN;VIRGIN MOBHILE;VORGIN;IRGIN MOBILE;VIRFIN;VIRGINE MOBILE;VIRGOIN;VIGRGIN MOBILE;VIDRGIN;ASURANCE;VIRGLIN;ASURANCE PHONE;VIRG9IN;VIRYIN MOBILE;VIRFGIN;VIRGIN MOBILE MIFI;VIRGUIN;VCIRGIN;VIRGIN MOBNILE;VIRGINB;VIRGIN MOBILDE;VIRGINMOILE;VIRJEN MOBILE;VIGIN;VIRG8N MOBILE;VIRGIN MOBIE;VIRGIN MOBILD;VIGIN MOBILE;VIRGIN MONBILE;VIRVIN;VIRGIN MOBILSE;V9IRGIN MOBILE;VIRGJN;VKRGIN MOBILE;OBAMA PHONE;VIRGIN MOBIL4E;VIRGIN_MOBILE;GIRGIN MOBILE;ASSURANCEAMERICA;VIRGIUN;VIRGENMOVIL;ASSURANE WIRELESS;VJIRGIN MOBILE;VIRGIN ASSURANCE;VIRGTIN MOBILE;ASSURANCE PHONE;VLIRGIN MOBILE;VJRGIN MOBILE;VIRBGIN;VIRGIN MPOBILE;VIRGINJ MOBILE;VIRGHIN;VIRGIN MOGBILE;VIRGINM;VIRGIN MOBI8LE;VIRGI8N;VIRGIN MOBLE;VIRGIN MMOBILE;VIRGEN;VIRGING MOBILE;V8IRGIN MOBILE;VIRGI9N MOBILE;VIRGIN M0OBILE;VIDGIN MOBILE;V9RGIN MOBILE;ASSURENCE;VIRGIN MOBILPE;ASSURANCE WIRELE;IRGIN;VIRGUN;VIRGIN MOBILLE;VIRGIN MO0BILE;VIEGIN;VIRGTIN;VIRGIN MONILE;VIRGIN MOBI9LE;VIRJEN MOBLE;VIRGIN MOBILE;VIRGIN MOBUILE;VIRGIBN;VIERGIN;ASSURANCE AMERICA;VIRGINMOBLE;VIRTGIN;VIRGIN MOBI;VKIRGIN;VIRGENM;VIRGIN MOBILITY;VIRGN;VIREGIN MOBILE;VIRGIUN MOBILE;VI5RGIN;VBIRGIN MOBILE;VIGGIN MOBILE;VGINMOBILE;VIRGIN MOVBILE;ASSURANCE WIRELESS;VIRGIH;VIRGIN PREMEIR;VIRGINM MOBILE;VILRGIN MOBILE;VIRGIN MOBGILE;VI4GIN MOBILE;VIRHGIN MOBILE;VIRGIN MOILE;VIRGIN MOBILEW;ASSURANT CELL;VKRGIN;VIFGIN;VIRGINMOBIL;VIRG9N MOBILE;VIERGIN MOBILE;ASURANCE WIRELESS;VIRG MOBILE;VIRGIN MOKBILE;ASSURANCE WIRLESS;VIEGIN MOBILE;VCIRGIN MOBILE;VIRGIB;LIFELINE CELL PHONE;BIRGIN MOBILE;VIDRGIN MOBILE;VIRGIN T MOBILE;ASSURANCE VIENNEAU;VIRGION MOBILE;VIRGIJN MOBILE;BIRGIN;VIRG9IN MOBILE;VIRGEN MOBIL;VIRGIB MOBILE;VI5GIN MOBILE;VIRGINH;VIRFGIN MOBILE;VGIRGIN MOBILE;VIRGIN MOIBLE;VIRGILN MOBILE;VIORGIN MOBILE;VIRGIN MOHBILE;VJRGIN;VIFGIN MOBILE;VIRGIN JMOBILE;VI5RGIN MOBILE;VIRGLN;VIRGINJ;VRGIN;VIRGINMOBI;VIRGIN MOBILRE;VIRGENMOBIL;VIRIGIN;GVIRGIN MOBILE;VIRGVIN;VIJRGIN MOBILE;VIRBIN;VIRGIN PAYLO;VIRGIM;VIRGIL XL;VIKRGIN;VIRGIN MOBIULE;VIRGN MOBILE;VIRGIN MBILE;VI9RGIN;VIRGHIN MOBILE;VIRGIN MJOBILE;ASSURANCE W;VITRGIN;VIRGFIN;VIRGIMN MOBILE;ASURION;ASSURANT;VIRFIN MOBILE;VIRGIN MOBLIE;ASSURANTE WIRL;VI4RGIN MOBILE;VIRDGIN;V8IRGIN;VIRAZON;VIREGIN;VIRIN;VIRGIN MOVIL;VIRGIN MOBIL;VIRGUIN MOBILE;VIRGIN PREMIERE;VIORGIN;VIRGFIN MOBILE;VIRGIN M9OBILE;VIRGILN;VIRGIN MO;VIKRGIN MOBILE;VIRGIN MOBILWE;VI8RGIN;VIRGIN WIRELESS;VILRGIN;ASURIANS;VIRIN MOBILE;ASSURANCEWIRELESS;VIRGIN MOBILEF;VIDGIN;VRGIN MOBILE;VIRGIN MOBILE_;VIRHIN;ASSURE WIRELESS;FIRGIN;VIRGIJN;VIRGI9N;VIRGIJ;VIRGIN NMOBILE;VITGIN;VIRGIN MOBILE CARD;VIR5GIN;ASSURE PHONE;VGIRGIN;VIRGON MOBILE;VIRGINB MOBILE;VIRIGN MOBIL;VLRGIN;V8RGIN MOBILE;ASSUANCE;VIRDGIN MOBILE;VIRGIN MOBVILE;VIRGIN3;ASSURANCE  WIRELESS;VIRTIN MOBILE;VIRGINH MOBILE;ASSURED WIRELESS;VIRGINT;ASSURANCE WIRELEES;VIRGJN MOBILE;VIRGIN OBILE;VBIRGIN;VIRGIN MOB9ILE;VIRGVIN MOBILE;VURGIN;VIRGIN MOBILKE;FVIRGIN;VIRHGIN;FIRGIN MOBILE;V9IRGIN;VIRYGIN MOBILE;VIRGKIN;VIRGIN PHONE;CIRGIN MOBILE;VIRGIN MOIBILE;VI8RGIN MOBILE;VORGIN MOBILE;VIRGIN MIOBILE;VIRGIN MKOBILE;VKIRGIN MOBILE;VIRGIN MOBILFE;VIRGEN MOBLE;FVIRGIN MOBILE;VIRGIN WI;VLIRGIN;ASSURANCEWIRE;VIRGIN MOBIL3E;VIRGGIN;VIRGIN MOBIOLE;VIR4GIN MOBILE;GVIRGIN;V8RGIN;VITGIN MOBILE;ASSUARANCE;VIRGINMOBILE;ASURRANCE;VIRGIN KMOBILE;VIRGGIN MOBILE;VIRGBIN;ASSURANT_;VIRGLIN MOBILE;VOIRGIN;VIRGION;VIRGI;VIRGINE MOBIL;VIRGIN MOBILED
67416145	1155	VIRGIN MOBILE	Same Day	Mismo Dia	ASSURANCE WIRE;BVIRGIN;BVIRGIN MOBILE;LIFE LINE;V9RGIN;VFIRGIN MOBILE;VI4RGIN;VIFRGIN MOBILE;VIGRGIN;VIR5GIN MOBILE;VIRBGIN MOBILE;VIRG8IN;VIRGIHN MOBILE;VIRGIKN;VIRGIKN MOBILE;VIRGIN M;VIRGIN MNOBILE;VIRGIN MO9BILE;VIRGIN MOBILE PHONE;VIRGIN MOBILW;VIRGIN PREMIER;VIRGIN PRIMIERE;VIFRGIN;VIRGIN MOBILER;VIRGIN MOLBILE;VIRGIN MOBKILE;VOIRGIN MOBILE;VIRGIN NOBILE;VIRGIN MOBILE TOPUP;VIRGJIN;VIRGIN MOB;VIRBIN MOBILE;VIRGIN MOBILE3;VIRGYIN MOBILE;VIRGIN MOBJILE;VIRGINMO;VIRGIN XL;VIR MOBILE;VIR4GIN;VIRGIN MOBIJLE;VIRHIN MOBILE;VIURGIN;VIRGON;CVIRGIN MOBILE;VIRGIN MOBILOE;VI5GIN;VIRGEN MOVIL;VIGGIN;BROADBAND TO GO;VI4GIN;VIRGIN MOBOILE;BEYOND TALK UNLIMITED;ASSURANCE WI;VIRYGIN;VIRGBIN MOBILE;VIRG8IN MOBILE;ASSURANCE BILL;VIRGOIN MOBILE;VIRGIN TOP UP;VIRGIMN;ASSURACE;VIRTIN;VI9RGIN MOBILE;VIRGIN MOBIKLE;VIRGIBN MOBILE;ASSURANCEWARE;VURGIN MOBILE;VIRGIJ MOBILE;VIRGIN MLOBILE;VIRGI MOBILE;VIRGIN MOBILE USA;VIRGIN MOBILE ASSURANCE;VIRGIN W;VIRGINMOVIL;VIRGJIN MOBILE;VIRGLN MOBILE;VIRGYIN;VIRVGIN;VIRVGIN MOBILE;VIRVIN MOBILE;VIRYIN;VITRGIN MOBILE;VIURGIN MOBILE;VJIRGIN;VLRGIN MOBILE;VUIRGIN MOBILE;GIRGIN;VIRGIN MOBLILE;VIRGIN  MOBILE;VIRG9N;VUIRGIN;VIRGUN MOBILE;VIRGEN MOBILE;VIRGIN PAY LOW;VIRGIN MOPBILE;CIRGIN;CVIRGIN;VIRGINMOB;ASSURANE;VIRGIN MOBILS;VIRGIN MOBIPLE;ASURRANCEPHONE;ASSUANCES;VIRG8N;VIRGIN MOBILE4;VIRGKN MOBILE;VIRGIHN;VIRGINS;VIRGINMOBILEUSA;VIRGIM MOBILE;VIRGIN MOB8ILE;VIRTGIN MOBILE;ASSURANCE;VIRGIN MOBILE TOP_UP CARD;VIRGKN;VIRGKIN MOBILE;VIRGI8N MOBILE;VIRGIH MOBILE;ASURE;VFIRGIN;VIJRGIN;VIRGIN MOBHILE;VORGIN;IRGIN MOBILE;VIRFIN;VIRGINE MOBILE;VIRGOIN;VIGRGIN MOBILE;VIDRGIN;ASURANCE;VIRGLIN;ASURANCE PHONE;VIRG9IN;VIRYIN MOBILE;VIRFGIN;VIRGIN MOBILE MIFI;VIRGUIN;VCIRGIN;VIRGIN MOBNILE;VIRGINB;VIRGIN MOBILDE;VIRGINMOILE;VIRJEN MOBILE;VIGIN;VIRG8N MOBILE;VIRGIN MOBIE;VIRGIN MOBILD;VIGIN MOBILE;VIRGIN MONBILE;VIRVIN;VIRGIN MOBILSE;V9IRGIN MOBILE;VIRGJN;VKRGIN MOBILE;OBAMA PHONE;VIRGIN MOBIL4E;VIRGIN_MOBILE;GIRGIN MOBILE;ASSURANCEAMERICA;VIRGIUN;VIRGENMOVIL;ASSURANE WIRELESS;VJIRGIN MOBILE;VIRGIN ASSURANCE;VIRGTIN MOBILE;ASSURANCE PHONE;VLIRGIN MOBILE;VJRGIN MOBILE;VIRBGIN;VIRGIN MPOBILE;VIRGINJ MOBILE;VIRGHIN;VIRGIN MOGBILE;VIRGINM;VIRGIN MOBI8LE;VIRGI8N;VIRGIN MOBLE;VIRGIN MMOBILE;VIRGEN;VIRGING MOBILE;V8IRGIN MOBILE;VIRGI9N MOBILE;VIRGIN M0OBILE;VIDGIN MOBILE;V9RGIN MOBILE;ASSURENCE;VIRGIN MOBILPE;ASSURANCE WIRELE;IRGIN;VIRGUN;VIRGIN MOBILLE;VIRGIN MO0BILE;VIEGIN;VIRGTIN;VIRGIN MONILE;VIRGIN MOBI9LE;VIRJEN MOBLE;VIRGIN MOBILE;VIRGIN MOBUILE;VIRGIBN;VIERGIN;ASSURANCE AMERICA;VIRGINMOBLE;VIRTGIN;VIRGIN MOBI;VKIRGIN;VIRGENM;VIRGIN MOBILITY;VIRGN;VIREGIN MOBILE;VIRGIUN MOBILE;VI5RGIN;VBIRGIN MOBILE;VIGGIN MOBILE;VGINMOBILE;VIRGIN MOVBILE;ASSURANCE WIRELESS;VIRGIH;VIRGIN PREMEIR;VIRGINM MOBILE;VILRGIN MOBILE;VIRGIN MOBGILE;VI4GIN MOBILE;VIRHGIN MOBILE;VIRGIN MOILE;VIRGIN MOBILEW;ASSURANT CELL;VKRGIN;VIFGIN;VIRGINMOBIL;VIRG9N MOBILE;VIERGIN MOBILE;ASURANCE WIRELESS;VIRG MOBILE;VIRGIN MOKBILE;ASSURANCE WIRLESS;VIEGIN MOBILE;VCIRGIN MOBILE;VIRGIB;LIFELINE CELL PHONE;BIRGIN MOBILE;VIDRGIN MOBILE;VIRGIN T MOBILE;ASSURANCE VIENNEAU;VIRGION MOBILE;VIRGIJN MOBILE;BIRGIN;VIRG9IN MOBILE;VIRGEN MOBIL;VIRGIB MOBILE;VI5GIN MOBILE;VIRGINH;VIRFGIN MOBILE;VGIRGIN MOBILE;VIRGIN MOIBLE;VIRGILN MOBILE;VIORGIN MOBILE;VIRGIN MOHBILE;VJRGIN;VIFGIN MOBILE;VIRGIN JMOBILE;VI5RGIN MOBILE;VIRGLN;VIRGINJ;VRGIN;VIRGINMOBI;VIRGIN MOBILRE;VIRGENMOBIL;VIRIGIN;GVIRGIN MOBILE;VIRGVIN;VIJRGIN MOBILE;VIRBIN;VIRGIN PAYLO;VIRGIM;VIRGIL XL;VIKRGIN;VIRGIN MOBIULE;VIRGN MOBILE;VIRGIN MBILE;VI9RGIN;VIRGHIN MOBILE;VIRGIN MJOBILE;ASSURANCE W;VITRGIN;VIRGFIN;VIRGIMN MOBILE;ASURION;ASSURANT;VIRFIN MOBILE;VIRGIN MOBLIE;ASSURANTE WIRL;VI4RGIN MOBILE;VIRDGIN;V8IRGIN;VIRAZON;VIREGIN;VIRIN;VIRGIN MOVIL;VIRGIN MOBIL;VIRGUIN MOBILE;VIRGIN PREMIERE;VIORGIN;VIRGFIN MOBILE;VIRGIN M9OBILE;VIRGILN;VIRGIN MO;VIKRGIN MOBILE;VIRGIN MOBILWE;VI8RGIN;VIRGIN WIRELESS;VILRGIN;ASURIANS;VIRIN MOBILE;ASSURANCEWIRELESS;VIRGIN MOBILEF;VIDGIN;VRGIN MOBILE;VIRGIN MOBILE_;VIRHIN;ASSURE WIRELESS;FIRGIN;VIRGIJN;VIRGI9N;VIRGIJ;VIRGIN NMOBILE;VITGIN;VIRGIN MOBILE CARD;VIR5GIN;ASSURE PHONE;VGIRGIN;VIRGON MOBILE;VIRGINB MOBILE;VIRIGN MOBIL;VLRGIN;V8RGIN MOBILE;ASSUANCE;VIRDGIN MOBILE;VIRGIN MOBVILE;VIRGIN3;ASSURANCE  WIRELESS;VIRTIN MOBILE;VIRGINH MOBILE;ASSURED WIRELESS;VIRGINT;ASSURANCE WIRELEES;VIRGJN MOBILE;VIRGIN OBILE;VBIRGIN;VIRGIN MOB9ILE;VIRGVIN MOBILE;VURGIN;VIRGIN MOBILKE;FVIRGIN;VIRHGIN;FIRGIN MOBILE;V9IRGIN;VIRYGIN MOBILE;VIRGKIN;VIRGIN PHONE;CIRGIN MOBILE;VIRGIN MOIBILE;VI8RGIN MOBILE;VORGIN MOBILE;VIRGIN MIOBILE;VIRGIN MKOBILE;VKIRGIN MOBILE;VIRGIN MOBILFE;VIRGEN MOBLE;FVIRGIN MOBILE;VIRGIN WI;VLIRGIN;ASSURANCEWIRE;VIRGIN MOBIL3E;VIRGGIN;VIRGIN MOBIOLE;VIR4GIN MOBILE;GVIRGIN;V8RGIN;VITGIN MOBILE;ASSUARANCE;VIRGINMOBILE;ASURRANCE;VIRGIN KMOBILE;VIRGGIN MOBILE;VIRGBIN;ASSURANT_;VIRGLIN MOBILE;VOIRGIN;VIRGION;VIRGI;VIRGINE MOBIL;VIRGIN MOBILED
67777240	12814	NOLENSVL CLG GRV UD-NXTDY	Next Day	Dia Siguiente	NOLENSVILLE COLLEGE GROVE;COLLEGE GROVE UTILITY DIS;NOLENSVILLE UTILITY DISTR;NCGUD
67420940	10450	NW SAVINGS BANK LNS-NXTDY	Next Day	Dia Siguiente	NORTHWEST SAVINGS BANK LO
67461556	10510	GREEN BAY WATERUT-2-3 DAY	2 - 3 Day	2 a 3 Dias	GREEN BAY WATER UTILITY;GREEN BAY WATER UTILITY
66756550	8531	DUKE PWR ELEC NC SC-NXTDY	Next Day	Dia Siguiente	DUKE ENERGY
